County_Code,City_Name,County_Name,State_ABV,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost
547,"White County, GA",White County,GA," $9,366 "," $8,112 "," $13,805 "," $12,652 "," $6,333 "," $6,202 "," $56,471 "
548,"Dalton, GA HUD Metro FMR Area",Whitfield County,GA," $9,934 "," $7,736 "," $12,257 "," $13,523 "," $6,402 "," $6,514 "," $56,366 "
549,"Wilcox County, GA",Wilcox County,GA," $8,483 "," $8,059 "," $13,306 "," $12,862 "," $5,994 "," $5,687 "," $54,389 "
550,"Wilkes County, GA",Wilkes County,GA," $8,720 "," $9,026 "," $13,419 "," $12,682 "," $6,430 "," $6,186 "," $56,463 "
551,"Wilkinson County, GA",Wilkinson County,GA," $8,178 "," $7,951 "," $13,440 "," $12,622 "," $5,844 "," $5,457 "," $53,492 "
552,"Albany, GA MSA",Worth County,GA," $9,564 "," $7,548 "," $13,036 "," $12,984 "," $6,200 "," $6,323 "," $55,656 "
553,"Hawaii County, HI",Hawaii County,HI," $18,619 "," $12,797 "," $14,574 "," $11,775 "," $11,383 "," $15,914 "," $85,062 "
554,"Urban Honolulu, HI MSA",Honolulu County,HI," $27,804 "," $12,515 "," $13,379 "," $11,547 "," $14,609 "," $21,423 "," $101,277 "
555,"Kahului-Wailuku-Lahaina, HI MSA",Kalawao County,HI," $16,614 "," $12,691 "," $13,411 "," $11,547 "," $10,618 "," $14,157 "," $79,038 "
556,"Kauai County, HI",Kauai County,HI," $25,039 "," $12,620 "," $14,208 "," $11,775 "," $13,646 "," $19,895 "," $97,182 "
557,"Kahului-Wailuku-Lahaina, HI MSA",Maui County,HI," $23,600 "," $13,643 "," $14,174 "," $11,547 "," $13,494 "," $19,475 "," $95,933 "
558,"Boise City, ID HUD Metro FMR Area",Ada County,ID," $13,957 "," $9,375 "," $13,254 "," $11,817 "," $8,454 "," $9,534 "," $66,391 "
559,"Adams County, ID",Adams County,ID," $9,817 "," $8,757 "," $15,352 "," $12,224 "," $6,730 "," $7,018 "," $59,899 "
560,"Pocatello, ID MSA",Bannock County,ID," $10,441 "," $8,435 "," $12,974 "," $12,445 "," $6,839 "," $6,926 "," $58,061 "
561,"Bear Lake County, ID",Bear Lake County,ID," $9,895 "," $8,032 "," $15,126 "," $12,673 "," $6,496 "," $6,812 "," $59,034 "
562,"Benewah County, ID",Benewah County,ID," $11,047 "," $9,052 "," $14,038 "," $11,626 "," $7,283 "," $7,226 "," $60,272 "
563,"Bingham County, ID",Bingham County,ID," $10,140 "," $7,844 "," $14,240 "," $12,044 "," $6,516 "," $6,364 "," $57,148 "
564,"Blaine County, ID",Blaine County,ID," $14,000 "," $13,189 "," $14,995 "," $12,643 "," $9,852 "," $11,917 "," $76,597 "
565,"Boise City, ID HUD Metro FMR Area",Boise County,ID," $10,577 "," $8,891 "," $15,872 "," $11,817 "," $7,054 "," $7,952 "," $62,162 "
566,"Bonner County, ID",Bonner County,ID," $11,218 "," $9,187 "," $14,136 "," $12,134 "," $7,393 "," $7,675 "," $61,743 "
567,"Idaho Falls, ID HUD Metro FMR Area",Bonneville County,ID," $11,004 "," $8,005 "," $13,334 "," $12,834 "," $6,887 "," $7,321 "," $59,385 "
568,"Boundary County, ID",Boundary County,ID," $9,895 "," $9,348 "," $14,477 "," $12,134 "," $6,973 "," $7,029 "," $59,856 "
569,"Butte County, ID HUD Metro FMR Area",Butte County,ID," $10,550 "," $8,193 "," $15,451 "," $13,403 "," $6,791 "," $8,059 "," $62,447 "
570,"Camas County, ID",Camas County,ID," $9,908 "," $8,408 "," $15,616 "," $12,643 "," $6,637 "," $7,136 "," $60,348 "
571,"Boise City, ID HUD Metro FMR Area",Canyon County,ID," $12,568 "," $8,085 "," $13,876 "," $11,817 "," $7,484 "," $8,177 "," $62,007 "
572,"Caribou County, ID",Caribou County,ID," $9,478 "," $8,139 "," $15,706 "," $12,673 "," $6,383 "," $6,749 "," $59,127 "
573,"Cassia County, ID",Cassia County,ID," $9,996 "," $8,542 "," $14,250 "," $12,643 "," $6,717 "," $6,766 "," $58,915 "
574,"Clark County, ID",Clark County,ID," $10,624 "," $8,435 "," $14,951 "," $13,630 "," $6,906 "," $7,713 "," $62,258 "
575,"Clearwater County, ID",Clearwater County,ID," $10,534 "," $9,026 "," $14,564 "," $12,763 "," $7,087 "," $7,465 "," $61,438 "
576,"Custer County, ID",Custer County,ID," $10,261 "," $10,154 "," $15,906 "," $13,032 "," $7,397 "," $8,458 "," $65,208 "
577,"Elmore County, ID",Elmore County,ID," $11,003 "," $8,435 "," $13,305 "," $12,044 "," $7,043 "," $6,851 "," $58,681 "
578,"Logan, UT-ID MSA",Franklin County,ID," $8,950 "," $8,273 "," $15,414 "," $12,445 "," $6,241 "," $6,709 "," $58,033 "
579,"Fremont County, ID",Fremont County,ID," $10,204 "," $8,757 "," $14,635 "," $13,630 "," $6,870 "," $7,492 "," $61,588 "
580,"Gem County, ID HUD Metro FMR Area",Gem County,ID," $11,587 "," $8,864 "," $13,914 "," $11,817 "," $7,410 "," $7,830 "," $61,423 "
581,"Gooding County, ID",Gooding County,ID," $10,054 "," $8,247 "," $13,899 "," $12,643 "," $6,631 "," $6,566 "," $58,039 "
582,"Idaho County, ID",Idaho County,ID," $10,114 "," $9,187 "," $14,916 "," $12,763 "," $6,993 "," $7,461 "," $61,434 "
583,"Idaho Falls, ID HUD Metro FMR Area",Jefferson County,ID," $10,695 "," $8,623 "," $14,818 "," $12,834 "," $6,999 "," $7,932 "," $61,901 "
584,"Jerome County, ID HUD Metro FMR Area",Jerome County,ID," $10,728 "," $7,656 "," $13,814 "," $12,415 "," $6,661 "," $6,963 "," $58,237 "
585,"Coeur d'Alene, ID MSA",Kootenai County,ID," $12,761 "," $9,052 "," $13,560 "," $11,907 "," $7,904 "," $8,738 "," $63,921 "
586,"Latah County, ID",Latah County,ID," $10,549 "," $8,623 "," $13,211 "," $12,763 "," $6,947 "," $6,898 "," $58,990 "
587,"Lemhi County, ID",Lemhi County,ID," $10,109 "," $10,718 "," $14,501 "," $13,032 "," $7,546 "," $8,132 "," $64,037 "
588,"Lewis County, ID",Lewis County,ID," $9,971 "," $8,085 "," $14,464 "," $12,763 "," $6,542 "," $6,625 "," $58,451 "
589,"Lincoln County, ID",Lincoln County,ID," $11,010 "," $8,300 "," $14,912 "," $12,643 "," $6,997 "," $7,456 "," $61,319 "
590,"Madison County, ID",Madison County,ID," $11,002 "," $7,978 "," $12,559 "," $13,630 "," $6,877 "," $6,891 "," $58,937 "
591,"Minidoka County, ID",Minidoka County,ID," $9,955 "," $7,414 "," $14,323 "," $12,643 "," $6,293 "," $6,269 "," $56,897 "
592,"Lewiston, ID-WA MSA",Nez Perce County,ID," $11,176 "," $8,059 "," $13,409 "," $12,535 "," $6,970 "," $7,362 "," $59,511 "
593,"Oneida County, ID",Oneida County,ID," $10,681 "," $8,220 "," $14,872 "," $12,673 "," $6,849 "," $7,290 "," $60,584 "
594,"Boise City, ID HUD Metro FMR Area",Owyhee County,ID," $9,370 "," $8,811 "," $14,972 "," $11,817 "," $6,588 "," $6,822 "," $58,380 "
595,"Payette County, ID",Payette County,ID," $10,658 "," $10,798 "," $13,814 "," $12,044 "," $7,775 "," $7,892 "," $62,981 "
596,"Power County, ID",Power County,ID," $10,483 "," $8,166 "," $13,898 "," $12,673 "," $6,757 "," $6,816 "," $58,794 "
597,"Shoshone County, ID",Shoshone County,ID," $10,229 "," $8,999 "," $13,927 "," $11,626 "," $6,967 "," $6,718 "," $58,465 "
598,"Teton County, ID",Teton County,ID," $12,484 "," $8,408 "," $14,979 "," $13,630 "," $7,570 "," $8,909 "," $65,980 "
599,"Twin Falls County, ID HUD Metro FMR Area",Twin Falls County,ID," $11,336 "," $8,273 "," $13,601 "," $12,415 "," $7,105 "," $7,585 "," $60,317 "
600,"Valley County, ID",Valley County,ID," $10,762 "," $8,918 "," $15,125 "," $12,224 "," $7,131 "," $7,612 "," $61,771 "
601,"Washington County, ID",Washington County,ID," $9,515 "," $8,139 "," $14,265 "," $12,044 "," $6,397 "," $6,119 "," $56,479 "
602,"Adams County, IL",Adams County,IL," $10,063 "," $7,656 "," $12,633 "," $15,178 "," $6,420 "," $8,171 "," $60,122 "
603,"Cape Girardeau, MO-IL MSA",Alexander County,IL," $7,288 "," $7,602 "," $13,058 "," $18,015 "," $5,395 "," $8,394 "," $59,752 "
604,"Bond County, IL HUD Metro FMR Area",Bond County,IL," $9,367 "," $7,763 "," $13,822 "," $16,160 "," $6,207 "," $9,321 "," $62,640 "
605,"Rockford, IL MSA",Boone County,IL," $11,050 "," $7,441 "," $13,241 "," $13,287 "," $6,700 "," $9,117 "," $60,837 "
606,"Brown County, IL",Brown County,IL," $11,639 "," $7,521 "," $13,386 "," $15,178 "," $6,942 "," $9,233 "," $63,900 "
607,"Bureau County, IL",Bureau County,IL," $9,217 "," $8,193 "," $13,787 "," $15,328 "," $6,308 "," $8,337 "," $61,170 "
608,"St. Louis, MO-IL HUD Metro FMR Area",Calhoun County,IL," $8,217 "," $8,273 "," $14,766 "," $16,160 "," $5,975 "," $9,170 "," $62,562 "
609,"Carroll County, IL",Carroll County,IL," $8,749 "," $7,494 "," $13,817 "," $14,340 "," $5,886 "," $7,546 "," $57,832 "
610,"Cass County, IL",Cass County,IL," $8,964 "," $7,871 "," $13,071 "," $15,178 "," $6,100 "," $7,801 "," $58,985 "
611,"Champaign-Urbana, IL MSA",Champaign County,IL," $11,364 "," $8,273 "," $12,017 "," $15,232 "," $7,116 "," $9,810 "," $63,813 "
612,"Christian County, IL",Christian County,IL," $9,210 "," $7,092 "," $13,385 "," $15,178 "," $5,907 "," $7,693 "," $58,465 "
613,"Clark County, IL",Clark County,IL," $9,263 "," $7,280 "," $13,750 "," $15,029 "," $5,994 "," $7,890 "," $59,205 "
614,"Clay County, IL",Clay County,IL," $8,810 "," $7,414 "," $13,824 "," $17,812 "," $5,879 "," $8,577 "," $62,316 "
615,"St. Louis, MO-IL HUD Metro FMR Area",Clinton County,IL," $10,761 "," $7,226 "," $14,240 "," $16,160 "," $6,517 "," $10,090 "," $64,994 "
616,"Coles County, IL",Coles County,IL," $9,528 "," $7,065 "," $12,677 "," $15,029 "," $6,012 "," $7,632 "," $57,942 "
617,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Cook County,IL," $16,345 "," $8,569 "," $10,505 "," $10,923 "," $9,027 "," $11,171 "," $66,540 "
618,"Crawford County, IL",Crawford County,IL," $8,784 "," $7,414 "," $13,932 "," $17,812 "," $5,869 "," $8,589 "," $62,399 "
619,"Cumberland County, IL",Cumberland County,IL," $8,749 "," $7,333 "," $14,163 "," $15,029 "," $5,827 "," $7,784 "," $58,886 "
620,"DeKalb County, IL HUD Metro FMR Area",DeKalb County,IL," $13,831 "," $8,623 "," $12,789 "," $14,813 "," $8,136 "," $11,833 "," $70,024 "
621,"De Witt County, IL HUD Metro FMR Area",De Witt County,IL," $9,343 "," $7,978 "," $14,104 "," $15,232 "," $6,276 "," $9,172 "," $62,105 "
622,"Douglas County, IL",Douglas County,IL," $9,439 "," $7,817 "," $13,791 "," $15,029 "," $6,253 "," $8,253 "," $60,581 "
623,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",DuPage County,IL," $19,154 "," $9,133 "," $12,463 "," $13,108 "," $10,249 "," $14,662 "," $78,768 "
624,"Edgar County, IL",Edgar County,IL," $8,876 "," $7,682 "," $13,506 "," $15,029 "," $6,000 "," $7,769 "," $58,862 "
625,"Edwards County, IL",Edwards County,IL," $9,439 "," $7,521 "," $13,977 "," $17,812 "," $6,145 "," $9,090 "," $63,984 "
626,"Effingham County, IL",Effingham County,IL," $9,464 "," $7,494 "," $13,794 "," $17,812 "," $6,145 "," $8,993 "," $63,703 "
627,"Fayette County, IL",Fayette County,IL," $8,820 "," $6,957 "," $14,010 "," $17,812 "," $5,717 "," $8,414 "," $61,730 "
628,"Champaign-Urbana, IL MSA",Ford County,IL," $8,710 "," $8,005 "," $14,013 "," $15,232 "," $6,056 "," $8,738 "," $60,755 "
629,"Franklin County, IL",Franklin County,IL," $8,826 "," $7,924 "," $13,254 "," $17,812 "," $6,069 "," $8,613 "," $62,498 "
630,"Fulton County, IL",Fulton County,IL," $9,437 "," $7,172 "," $13,434 "," $15,418 "," $6,018 "," $7,998 "," $59,477 "
631,"Gallatin County, IL",Gallatin County,IL," $9,410 "," $7,199 "," $14,157 "," $17,812 "," $6,018 "," $8,904 "," $63,500 "
632,"Greene County, IL",Greene County,IL," $8,798 "," $7,521 "," $13,881 "," $15,956 "," $5,913 "," $8,048 "," $60,118 "
633,"Grundy County, IL HUD Metro FMR Area",Grundy County,IL," $14,880 "," $8,381 "," $13,726 "," $13,227 "," $8,428 "," $11,921 "," $70,563 "
634,"Hamilton County, IL",Hamilton County,IL," $8,830 "," $7,360 "," $13,915 "," $17,812 "," $5,866 "," $8,576 "," $62,359 "
635,"Hancock County, IL",Hancock County,IL," $9,238 "," $7,387 "," $14,134 "," $15,328 "," $6,024 "," $8,168 "," $60,279 "
636,"Hardin County, IL",Hardin County,IL," $8,749 "," $7,118 "," $14,031 "," $17,812 "," $5,749 "," $8,484 "," $61,944 "
637,"Henderson County, IL",Henderson County,IL," $9,107 "," $7,306 "," $14,232 "," $15,328 "," $5,947 "," $8,037 "," $59,958 "
638,"Davenport-Moline-Rock Island, IA-IL MSA",Henry County,IL," $9,074 "," $7,145 "," $13,931 "," $13,886 "," $5,877 "," $8,225 "," $58,137 "
639,"Iroquois County, IL",Iroquois County,IL," $9,013 "," $8,059 "," $13,971 "," $15,029 "," $6,186 "," $8,145 "," $60,402 "
640,"Jackson County, IL HUD Metro FMR Area",Jackson County,IL," $9,677 "," $7,763 "," $12,118 "," $18,015 "," $6,319 "," $9,574 "," $63,466 "
641,"Jasper County, IL",Jasper County,IL," $9,431 "," $7,548 "," $14,357 "," $17,812 "," $6,152 "," $9,139 "," $64,439 "
642,"Jefferson County, IL",Jefferson County,IL," $9,557 "," $7,333 "," $12,951 "," $17,812 "," $6,120 "," $8,669 "," $62,441 "
643,"St. Louis, MO-IL HUD Metro FMR Area",Jersey County,IL," $8,590 "," $7,897 "," $14,402 "," $16,160 "," $5,974 "," $9,117 "," $62,140 "
644,"Jo Daviess County, IL",Jo Daviess County,IL," $8,872 "," $8,569 "," $14,067 "," $14,340 "," $6,319 "," $8,065 "," $60,233 "
645,"Johnson County, IL",Johnson County,IL," $8,732 "," $7,414 "," $14,024 "," $17,812 "," $5,850 "," $8,625 "," $62,457 "
646,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Kane County,IL," $16,709 "," $8,112 "," $13,236 "," $13,108 "," $8,994 "," $12,799 "," $72,957 "
647,"Kankakee, IL MSA",Kankakee County,IL," $12,270 "," $7,790 "," $12,793 "," $13,227 "," $7,269 "," $9,852 "," $63,201 "
648,"Kendall County, IL HUD Metro FMR Area",Kendall County,IL," $17,300 "," $7,682 "," $13,976 "," $13,227 "," $9,052 "," $13,346 "," $74,584 "
649,"Knox County, IL",Knox County,IL," $9,030 "," $7,333 "," $12,904 "," $15,418 "," $5,929 "," $7,646 "," $58,259 "
650,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Lake County,IL," $17,422 "," $8,838 "," $13,095 "," $13,676 "," $9,515 "," $13,783 "," $76,329 "
651,"La Salle County, IL",La Salle County,IL," $10,433 "," $7,629 "," $13,199 "," $15,418 "," $6,544 "," $8,639 "," $61,862 "
652,"Lawrence County, IL",Lawrence County,IL," $8,941 "," $7,629 "," $13,421 "," $17,812 "," $6,004 "," $8,665 "," $62,472 "
653,"Lee County, IL",Lee County,IL," $9,127 "," $7,145 "," $13,298 "," $14,340 "," $5,896 "," $7,431 "," $57,238 "
654,"Livingston County, IL",Livingston County,IL," $9,324 "," $7,360 "," $13,606 "," $15,029 "," $6,045 "," $7,918 "," $59,282 "
655,"Logan County, IL",Logan County,IL," $9,138 "," $6,903 "," $12,842 "," $15,178 "," $5,812 "," $7,445 "," $57,318 "
656,"McDonough County, IL",McDonough County,IL," $9,248 "," $7,387 "," $12,647 "," $15,418 "," $6,028 "," $7,739 "," $58,467 "
657,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",McHenry County,IL," $17,422 "," $8,461 "," $13,829 "," $13,676 "," $9,379 "," $13,850 "," $76,617 "
658,"Bloomington, IL  HUD Metro FMR Area",McLean County,IL," $11,468 "," $8,059 "," $12,810 "," $15,232 "," $7,075 "," $10,246 "," $64,890 "
659,"Decatur, IL MSA",Macon County,IL," $10,184 "," $7,441 "," $12,838 "," $15,382 "," $6,386 "," $9,126 "," $61,357 "
660,"Macoupin County, IL HUD Metro FMR Area",Macoupin County,IL," $9,263 "," $8,488 "," $13,530 "," $16,160 "," $6,432 "," $9,517 "," $63,389 "
661,"St. Louis, MO-IL HUD Metro FMR Area",Madison County,IL," $10,974 "," $7,790 "," $13,185 "," $12,928 "," $6,799 "," $9,095 "," $60,771 "
662,"Marion County, IL",Marion County,IL," $9,090 "," $7,844 "," $13,002 "," $17,812 "," $6,136 "," $8,655 "," $62,538 "
663,"Peoria, IL MSA",Marshall County,IL," $8,863 "," $7,844 "," $14,523 "," $15,621 "," $6,054 "," $9,065 "," $61,970 "
664,"Mason County, IL",Mason County,IL," $8,773 "," $7,656 "," $13,804 "," $15,178 "," $5,953 "," $7,825 "," $59,189 "
665,"Massac County, IL",Massac County,IL," $9,716 "," $7,333 "," $13,003 "," $17,812 "," $6,178 "," $8,767 "," $62,808 "
666,"Springfield, IL MSA",Menard County,IL," $10,329 "," $7,790 "," $14,368 "," $15,382 "," $6,565 "," $9,801 "," $64,234 "
667,"Davenport-Moline-Rock Island, IA-IL MSA",Mercer County,IL," $8,753 "," $7,682 "," $14,180 "," $13,886 "," $5,955 "," $8,342 "," $58,799 "
668,"St. Louis, MO-IL HUD Metro FMR Area",Monroe County,IL," $11,613 "," $8,838 "," $14,407 "," $13,676 "," $7,410 "," $10,592 "," $66,536 "
669,"Montgomery County, IL",Montgomery County,IL," $8,860 "," $7,092 "," $13,615 "," $15,956 "," $5,780 "," $7,817 "," $59,119 "
670,"Morgan County, IL",Morgan County,IL," $9,152 "," $7,038 "," $12,977 "," $15,178 "," $5,866 "," $7,562 "," $57,774 "
671,"Moultrie County, IL",Moultrie County,IL," $9,472 "," $7,414 "," $13,664 "," $15,178 "," $6,118 "," $8,088 "," $59,934 "
672,"Ogle County, IL",Ogle County,IL," $10,100 "," $7,494 "," $13,958 "," $14,340 "," $6,375 "," $8,262 "," $60,531 "
673,"Peoria, IL MSA",Peoria County,IL," $11,353 "," $7,924 "," $12,731 "," $15,621 "," $6,985 "," $10,043 "," $64,657 "
674,"Perry County, IL",Perry County,IL," $9,448 "," $7,871 "," $13,333 "," $17,812 "," $6,275 "," $8,984 "," $63,722 "
675,"Champaign-Urbana, IL MSA",Piatt County,IL," $10,965 "," $7,924 "," $14,389 "," $15,232 "," $6,844 "," $10,163 "," $65,517 "
676,"Pike County, IL",Pike County,IL," $8,812 "," $7,441 "," $13,985 "," $15,178 "," $5,889 "," $7,800 "," $59,104 "
677,"Pope County, IL",Pope County,IL," $9,022 "," $7,280 "," $14,486 "," $17,812 "," $5,907 "," $8,823 "," $63,328 "
678,"Pulaski County, IL",Pulaski County,IL," $9,626 "," $7,468 "," $13,620 "," $17,812 "," $6,194 "," $9,021 "," $63,740 "
679,"Putnam County, IL",Putnam County,IL," $9,198 "," $7,709 "," $14,824 "," $15,418 "," $6,126 "," $8,478 "," $61,753 "
680,"Randolph County, IL",Randolph County,IL," $9,013 "," $7,038 "," $13,494 "," $15,956 "," $5,816 "," $7,897 "," $59,214 "
681,"Richland County, IL",Richland County,IL," $9,383 "," $7,656 "," $13,127 "," $17,812 "," $6,174 "," $8,731 "," $62,882 "
682,"Davenport-Moline-Rock Island, IA-IL MSA",Rock Island County,IL," $9,996 "," $7,521 "," $12,501 "," $13,886 "," $6,347 "," $8,498 "," $58,749 "
683,"St. Louis, MO-IL HUD Metro FMR Area",St. Clair County,IL," $11,467 "," $8,032 "," $12,786 "," $12,928 "," $7,065 "," $9,376 "," $61,654 "
684,"Saline County, IL",Saline County,IL," $9,085 "," $6,984 "," $13,005 "," $17,812 "," $5,823 "," $8,298 "," $61,007 "
685,"Springfield, IL MSA",Sangamon County,IL," $10,817 "," $8,059 "," $12,611 "," $15,382 "," $6,839 "," $9,674 "," $63,381 "
686,"Schuyler County, IL",Schuyler County,IL," $8,749 "," $7,494 "," $13,936 "," $15,178 "," $5,886 "," $7,811 "," $59,055 "
687,"Scott County, IL",Scott County,IL," $8,749 "," $7,280 "," $14,313 "," $15,178 "," $5,808 "," $7,882 "," $59,209 "
688,"Shelby County, IL",Shelby County,IL," $9,470 "," $7,978 "," $13,926 "," $15,178 "," $6,322 "," $8,454 "," $61,329 "
689,"Peoria, IL MSA",Stark County,IL," $8,963 "," $7,602 "," $14,895 "," $15,621 "," $6,002 "," $9,133 "," $62,216 "
690,"Stephenson County, IL",Stephenson County,IL," $9,043 "," $7,763 "," $12,887 "," $14,340 "," $6,090 "," $7,572 "," $57,696 "
691,"Peoria, IL MSA",Tazewell County,IL," $10,542 "," $7,629 "," $13,392 "," $15,621 "," $6,584 "," $9,628 "," $63,396 "
692,"Union County, IL",Union County,IL," $9,364 "," $7,602 "," $13,519 "," $17,812 "," $6,147 "," $8,963 "," $63,406 "
693,"Danville, IL MSA",Vermilion County,IL," $10,106 "," $7,468 "," $12,848 "," $15,232 "," $6,368 "," $9,007 "," $61,028 "
694,"Wabash County, IL",Wabash County,IL," $9,239 "," $7,602 "," $13,366 "," $17,812 "," $6,102 "," $8,734 "," $62,854 "
695,"Warren County, IL",Warren County,IL," $9,342 "," $7,387 "," $13,491 "," $15,328 "," $6,062 "," $7,994 "," $59,604 "
696,"Washington County, IL",Washington County,IL," $9,580 "," $7,736 "," $14,554 "," $15,956 "," $6,274 "," $8,762 "," $62,863 "
697,"Wayne County, IL",Wayne County,IL," $8,749 "," $7,602 "," $13,810 "," $17,812 "," $5,925 "," $8,605 "," $62,503 "
698,"White County, IL",White County,IL," $9,097 "," $7,548 "," $13,539 "," $17,812 "," $6,031 "," $8,697 "," $62,725 "
699,"Whiteside County, IL",Whiteside County,IL," $9,366 "," $7,306 "," $13,123 "," $15,328 "," $6,041 "," $7,843 "," $59,007 "
700,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Will County,IL," $17,116 "," $8,327 "," $13,429 "," $13,227 "," $9,219 "," $13,282 "," $74,601 "
701,"Williamson County, IL HUD Metro FMR Area",Williamson County,IL," $9,931 "," $7,333 "," $13,014 "," $18,015 "," $6,256 "," $9,873 "," $64,422 "
702,"Rockford, IL MSA",Winnebago County,IL," $10,339 "," $7,709 "," $12,246 "," $13,287 "," $6,539 "," $8,508 "," $58,629 "
703,"Peoria, IL MSA",Woodford County,IL," $10,784 "," $9,724 "," $14,358 "," $15,621 "," $7,431 "," $11,026 "," $68,945 "
704,"Adams County, IN",Adams County,IN," $9,830 "," $7,494 "," $13,539 "," $12,784 "," $6,277 "," $6,684 "," $56,610 "
705,"Fort Wayne, IN MSA",Allen County,IN," $10,041 "," $7,844 "," $12,535 "," $13,347 "," $6,480 "," $7,915 "," $58,161 "
706,"Columbus, IN MSA",Bartholomew County,IN," $11,822 "," $7,629 "," $12,977 "," $12,599 "," $7,048 "," $8,792 "," $60,867 "
707,"Lafayette-West Lafayette, IN HUD Metro FMR Area",Benton County,IN," $9,554 "," $7,790 "," $13,837 "," $12,539 "," $6,284 "," $7,795 "," $57,799 "
708,"Blackford County, IN",Blackford County,IN," $9,412 "," $7,118 "," $13,075 "," $12,276 "," $5,989 "," $6,009 "," $53,879 "
709,"Indianapolis-Carmel, IN HUD Metro FMR Area",Boone County,IN," $13,324 "," $7,978 "," $13,480 "," $13,646 "," $7,719 "," $10,448 "," $66,595 "
